revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
38524,I578ecab0b9869a6d4ce62ca6788952a574a80ef5,https://git.eclipse.org/r/#/c/38524,1,c19b50f59fa00fac74828ec1d18b0a7362af1841,c19b50f59fa00fac74828ec1d18b0a7362af1841,0,19/12/14,22/12/14,109,Merge branch 'stable-3.5' into stable-3.6,"Merge branch 'stable-3.5' into stable-3.6

* stable-3.5:
  EGit v3.5.3.201412180710-r
  EGit v3.4.2.201412180340-r

Change-Id: I578ecab0b9869a6d4ce62ca6788952a574a80ef5
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,1,0,0,0,1,NA,NA
38619,I256833ada9aa7447732f410a690b26342b73f774,https://git.eclipse.org/r/#/c/38619,3,346397b2e21e9d97ab83012ee926f61eacf494a1,979ee5692a82a92fca018958dfa85efb362a8db6,1,20/12/14,23/12/14,34,Activator.isActive() should not call into UI thread,"Activator.isActive() should not call into UI thread

Current isActive() code calls into UI thread but can be called itself
from long running low level egit jobs via
IndexChangedListener.onIndexChanged(), so it is can cause deadlock
situations between UI/job threads.

The patch avoids calling into the UI thread directly and introduces new
""uiIsActive"" field to track window activation and deactivation via
already existing IWindowListener callbacks.

Bug: 455468
Bug: 455741
Change-Id: I256833ada9aa7447732f410a690b26342b73f774
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,1,0,0,0,1,0,0
38642,I8fc6f3a7ba12831850d747ab5ff9bf6e8324e15a,https://git.eclipse.org/r/#/c/38642,1,c26153dd68296cec0a37c801243af61906224b49,c62931b390a5a93e91493ea62fbf8eb6bbfb6a3a,1,21/12/14,22/12/14,6,Use appropriate constructor to create bare repository,"Use appropriate constructor to create bare repository

This patch fixes 32 unstable test failures.

Bug: 455812
Change-Id: I8fc6f3a7ba12831850d747ab5ff9bf6e8324e15a
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
38643,Ieaa2b97d521efe18b3174f011ff1d4a05d6f4993,https://git.eclipse.org/r/#/c/38643,1,400a2e9a8d9583af7da5516c3e7d38e00a96be74,7cb88f83af0b273c7c0e4d5158cc1c544d998ea5,0,22/12/14,22/12/14,0,Merge branch 'stable-3.6',"Merge branch 'stable-3.6'

* stable-3.6:
  Search running launch configuration in ModalContext
  Use appropriate constructor to create bare repository
  EGit v3.5.3.201412180710-r
  EGit v3.4.2.201412180340-r
  [stagingView] Add ""Replace With > Ours/Theirs"" menu for conflicts
  Support checking out stage with DiscardChangesOperation
  Make DiscardChangesOperation work for non-resources
  Add ProjectUtil.refreshRepositoryResources
  [stagingView] Don't forget amend state after repository refreshes
  Decorate symlinks properly according to their git status
  [stagingView] Enhance IndexDiffData to support submodules
  Revert ""Add support for cherry-picking multiple commits at once""
  Revert ""Show a rebase result dialog if cherry-picking fails.""
  [stagingView] Compare against HEAD for conflicting files
  [historyView] Show name and email on hover of author/committer column
  [historyView] Show date columns in local time zone, original on hover
  Remove files from src.includes which aren't required in source build
  Optimize RevUtils.isContainedInAnyRef by not checking older refs
  Don't show ""Running Launch"" dialog again after ""Checkout Conflicts""

Change-Id: Ieaa2b97d521efe18b3174f011ff1d4a05d6f4993
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
38719,I07b5c880db9b0a7a97857743696cebc283441943,https://git.eclipse.org/r/#/c/38719,1,ff63583e6992a56b3d4e2c3e042ab0c5fdf5d268,7fd0720aa796e6421f8b20698d28ef147092f26f,0,23/12/14,23/12/14,875,Update documentation for 3.6.0,"Update documentation for 3.6.0

Change-Id: I07b5c880db9b0a7a97857743696cebc283441943
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,1,0,1,NA,NA
38720,Id31f9ae93293d67c10e0021b72e7b5e42c6b0c41,https://git.eclipse.org/r/#/c/38720,1,7fd0720aa796e6421f8b20698d28ef147092f26f,30eabed73c809378010789b66b16ed4dd2f6b9cc,0,23/12/14,23/12/14,54,EGit v3.6.0.201412230720-r,"EGit v3.6.0.201412230720-r

Change-Id: Id31f9ae93293d67c10e0021b72e7b5e42c6b0c41
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
38746,Ifdcc4a94f800e275a62a7e8a12ef4ea50ed08906,https://git.eclipse.org/r/#/c/38746,1,30eabed73c809378010789b66b16ed4dd2f6b9cc,1cf239f6256e4c152e523701872ef5cdf078c139,0,23/12/14,24/12/14,354,Prepare 3.6.1-SNAPSHOT builds,"Prepare 3.6.1-SNAPSHOT builds

Change-Id: Ifdcc4a94f800e275a62a7e8a12ef4ea50ed08906
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
38751,Ia6a669d02fadb8c3409fcafcea9324cac8dfd41a,https://git.eclipse.org/r/#/c/38751,1,349e0a15d6c07501b028ae7a7a0785c4aee9704f,d06685df2172f06b16c170c6ad168f4916361a6f,0,24/12/14,24/12/14,7,Merge branch 'stable-3.6',"Merge branch 'stable-3.6'

* stable-3.6:
  Prepare 3.6.1-SNAPSHOT builds
  EGit v3.6.0.201412230720-r
  Update documentation for 3.6.0
  Always use EGitCredentialsProvider in EGit

Change-Id: Ia6a669d02fadb8c3409fcafcea9324cac8dfd41a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
38752,I43054e817e1f6805728a113955296ef7617a8dca,https://git.eclipse.org/r/#/c/38752,1,d06685df2172f06b16c170c6ad168f4916361a6f,71004dd01b6fc21acda8f4b1ff8728327ba3799e,0,24/12/14,24/12/14,354,Prepare 3.7.0-SNAPSHOT builds,"Prepare 3.7.0-SNAPSHOT builds

Change-Id: I43054e817e1f6805728a113955296ef7617a8dca
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
38835,I544f755709f34dde36264474132623cf8954aeee,https://git.eclipse.org/r/#/c/38835,3,71004dd01b6fc21acda8f4b1ff8728327ba3799e,9e85fc0bf11541f1040caab8e746c20e9a649564,1,30/12/14,16/03/15,2,avoid blinking cursor in merge result dialog,"avoid blinking cursor in merge result dialog

At least on Windows the merge result dialog shows a distracting blinking
cursor in the first label. Let's avoid this by making the OK button the
initially focused control.

Change-Id: I544f755709f34dde36264474132623cf8954aeee
Signed-off-by: Michael Keppler <michael.keppler@gmx.de>",0,0,0,0,0,1,1,0,0
38860,Ic8ab3a93cb877a7a896c9bd88a878eb35c29d046,https://git.eclipse.org/r/#/c/38860,1,b0064d9f4c4d040249f073b65f6b1241d13e730c,c2751d4bf3dfa3fe5640e5e7df8604780e7ac8a0,1,31/12/14,31/12/14,163,Don't let ignored resources cause index update jobs.,"Don't let ignored resources cause index update jobs.

Changes to ignored resources cause deltas fired by eclipse. These deltas
will cause index update jobs even though there is nothing to do. In the
worst case, a lot of resources are changed, and even though nothing
happened to tracked files, a full re-index is done because the changed
resource count threshold was reached.

Change-Id: Ic8ab3a93cb877a7a896c9bd88a878eb35c29d046
Signed-off-by: Markus Duft <markus.duft@salomon.at>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
38863,Iffff9188510d763a00315661677e9386ca886b47,https://git.eclipse.org/r/#/c/38863,1,c2751d4bf3dfa3fe5640e5e7df8604780e7ac8a0,821801689d99caa37ebb7d3ee99cf091fddb539c,0,31/12/14,31/12/14,4,Decrease job startup delay for IndexDiffCache updates,"Decrease job startup delay for IndexDiffCache updates

The fix for bug 417597 (https://git.eclipse.org/r/30261) can cause
performance problems for slow workspaces where *lot* of changes were
reported but the incremental index update is not fast enough.

Because the changes are collected until the previous job is done, if the
number of changes exceeds RESOURCE_LIST_UPDATE_LIMIT (1000) the full
index update will be triggered which costs even more time.

The proposed fix is to decrease the IndexDiffUpdateJob start delay from
400 to 10 ms, with the hope that this will help slow workspaces to
perform updates faster.

Change-Id: Iffff9188510d763a00315661677e9386ca886b47
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,NA,NA
38864,I9ba7d9fc69a5442a8912b8f31e487c95af8d9690,https://git.eclipse.org/r/#/c/38864,1,821801689d99caa37ebb7d3ee99cf091fddb539c,c16980e3f893848ffb8eb4c1395a409fa64aa1d9,1,31/12/14,31/12/14,2,Don't access repositoryCache without lock,"Don't access repositoryCache without lock

Bug: 455813
Change-Id: I9ba7d9fc69a5442a8912b8f31e487c95af8d9690
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
38865,I01c593c8a53f3a1e8a44de1e21698f334da9c713,https://git.eclipse.org/r/#/c/38865,1,c16980e3f893848ffb8eb4c1395a409fa64aa1d9,458737e2a38c73bc1b24379ff10ec411c660e93d,0,31/12/14,31/12/14,5,Avoid iterating on deleted repositories in IteratorService,"Avoid iterating on deleted repositories in IteratorService

Bug: 455815
Change-Id: I01c593c8a53f3a1e8a44de1e21698f334da9c713
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,NA,NA
38866,Ic031431b46d0207d2a511e8b5bdd8fdf00335bce,https://git.eclipse.org/r/#/c/38866,1,458737e2a38c73bc1b24379ff10ec411c660e93d,2387d9249b5d013e777397094dabfe3f1e1e21d4,1,31/12/14,31/12/14,9,Don't try to format diff if repository is gone,"Don't try to format diff if repository is gone

Bug: 455816
Change-Id: Ic031431b46d0207d2a511e8b5bdd8fdf00335bce
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
38872,I6fe1313544734bedc2c7967ed365db67126e17ad,https://git.eclipse.org/r/#/c/38872,1,2387d9249b5d013e777397094dabfe3f1e1e21d4,b101ab84f888c36a01b4552289180c0da8bf9f48,1,31/12/14,31/12/14,25,Always check return value of asFile(),"Always check return value of asFile()

Bug: 455799
Change-Id: I6fe1313544734bedc2c7967ed365db67126e17ad
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
38890,Ia6f2b30aa29f48ead46f8005ad0ec6f01011e00a,https://git.eclipse.org/r/#/c/38890,3,b101ab84f888c36a01b4552289180c0da8bf9f48,fa75343bc0f72ce0a5fb2b398b998b7c5254d5f0,1,02/01/15,02/01/15,146,Don't run potentially blocking operations in UI thread,"Don't run potentially blocking operations in UI thread

Most of the egit operations started from UI thread are using
non-blocking IRunnableContext.run(true, false, new
IRunnableWithProgress()) version.

Let the rest follow the same pattern to avoid possible UI freezes.

Bug: 450629
Change-Id: Ia6f2b30aa29f48ead46f8005ad0ec6f01011e00a
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
38892,I0de69a607fa4d349298aa8584439449beac42dd4,https://git.eclipse.org/r/#/c/38892,1,fa75343bc0f72ce0a5fb2b398b998b7c5254d5f0,4d0aacd4d24f374961fff9dc6241e23fcbca44e5,1,02/01/15,02/01/15,12,Don't try to decorate non existing resources,"Don't try to decorate non existing resources

Bug: 455819
Change-Id: I0de69a607fa4d349298aa8584439449beac42dd4
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
38900,I41b2c75496178c925f09d65eab5a9b3ab6cbee32,https://git.eclipse.org/r/#/c/38900,1,4d0aacd4d24f374961fff9dc6241e23fcbca44e5,feb2ed56e50367c82f042ba488d91fb2652ca979,1,02/01/15,02/01/15,94,Prevent exception propagation when auto-staging moves or deletions,"Prevent exception propagation when auto-staging moves or deletions

Also prevent an IllegalArgumentException which may be thrown in
IteratorService if test project was already deleted before IndexDiff is
recomputed.

Change-Id: I41b2c75496178c925f09d65eab5a9b3ab6cbee32
Signed-off-by: Laurent Goubet <laurent.goubet@obeo.fr>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
38914,I5487c85195cf44082eac1335b61c5b8495bf0e14,https://git.eclipse.org/r/#/c/38914,1,feb2ed56e50367c82f042ba488d91fb2652ca979,7454a44b9ce64e1f7f9348e3fc8c674fac129330,1,03/01/15,03/01/15,10,Add missing window title in EditCommitMessageDialog,"Add missing window title in EditCommitMessageDialog

Change-Id: I5487c85195cf44082eac1335b61c5b8495bf0e14
Signed-off-by: Michael Keppler <michael.keppler@gmx.de>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
38929,If168a8ba3a747f850d2a68137c2a7a33304729d8,https://git.eclipse.org/r/#/c/38929,1,7454a44b9ce64e1f7f9348e3fc8c674fac129330,9c62bf1588eaeaff36ba7bec0c15a0aa4caa3c4c,0,04/01/15,04/01/15,54,EGit v3.6.1.201501031845-r,"EGit v3.6.1.201501031845-r

Change-Id: If168a8ba3a747f850d2a68137c2a7a33304729d8
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
38932,I95e7acc68297132d66524febe671a566d436c8f1,https://git.eclipse.org/r/#/c/38932,1,9c62bf1588eaeaff36ba7bec0c15a0aa4caa3c4c,dcfe651f14b365273a63a94dce7bca7ad508e9a3,0,04/01/15,04/01/15,354,Prepare 3.6.2-SNAPSHOT builds,"Prepare 3.6.2-SNAPSHOT builds

Change-Id: I95e7acc68297132d66524febe671a566d436c8f1
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
38933,I48739123610faee28aeea1b573d0860296c831c9,https://git.eclipse.org/r/#/c/38933,1,d46e2384ad1a6de904859f667dafa93395a95a8c,f8517e8692df40013755cd7c421af4bb5ae59c76,0,04/01/15,04/01/15,286,Merge branch 'stable-3.6',"Merge branch 'stable-3.6'

* stable-3.6:
  Prepare 3.6.2-SNAPSHOT builds
  EGit v3.6.1.201501031845-r
  Add missing window title in EditCommitMessageDialog
  Prevent exception propagation when auto-staging moves or deletions
  Don't try to decorate non existing resources
  Don't run potentially blocking operations in UI thread
  Always check return value of asFile()
  Don't try to format diff if repository is gone
  Avoid iterating on deleted repositories in IteratorService
  Don't access repositoryCache without lock
  Decrease job startup delay for IndexDiffCache updates
  Don't let ignored resources cause index update jobs.

Change-Id: I48739123610faee28aeea1b573d0860296c831c9
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
38986,Id60d7bc0e9f41df630253edc89e71490eb887675,https://git.eclipse.org/r/#/c/38986,1,f8517e8692df40013755cd7c421af4bb5ae59c76,ccd8f987cf3d43b448611cb7d836b662bd84f4b2,1,05/01/15,05/01/15,5,"Suppress ""Unnecessary cast"" error in Eclipse Mars (4.5)","Suppress ""Unnecessary cast"" error in Eclipse Mars (4.5)

Bug 430981 changed the API of IServiceLocator#getService(Class) and
made casts unnecessary. But we still need to compile against older
releases. CommonUtils#getService(..) is a solution that works in both
worlds.

Bug: 441615
Change-Id: Id60d7bc0e9f41df630253edc89e71490eb887675
Signed-off-by: Markus Keller <markus_keller@ch.ibm.com>",0,0,0,0,0,0,0,0,0
39041,Id14b4c06aa233af6a36ca4a0b36cd5833534dd5b,https://git.eclipse.org/r/#/c/39041,2,78e25c3577e045b4b2587b41714a51e4067b5d15,004fa709d337d89ce6f93e4ff9eb49d183fb0518,1,06/01/15,08/01/15,18,Don't try to compute menu for null history page inputs,"Don't try to compute menu for null history page inputs

Bug: 456794
Change-Id: Id14b4c06aa233af6a36ca4a0b36cd5833534dd5b
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
39101,I09bbf1a3efe8ec439b6b03c570e0411b78a9ee8e,https://git.eclipse.org/r/#/c/39101,1,a2c87e291272295070be5e729eb8c7c8ad7d5ef8,2d7c792fbac731f938c662817d9cc268d6d97197,1,07/01/15,07/01/15,33,Save in merge editor blocks UI,"Save in merge editor blocks UI

Don't fork in revision.setContent() if we are called from a thread which
locked workspace. In this case our *forked* operation will never
complete because it requires file lock which cannot be acquired from
another thread.

Bug: 456758
Change-Id: I09bbf1a3efe8ec439b6b03c570e0411b78a9ee8e
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
39103,I146c975f1ab6bbd82d90f83362d2080b096b1d48,https://git.eclipse.org/r/#/c/39103,1,37f58c239279814eae907fdf9c6949955dcd402d,082e5f6f0dc0bf3e98cc2608234924d760691a98,0,07/01/15,07/01/15,0,Merge branch 'stable-3.6',"Merge branch 'stable-3.6'

* stable-3.6:
  Save in merge editor blocks UI

Change-Id: I146c975f1ab6bbd82d90f83362d2080b096b1d48
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
39337,Icf9f22e8b84dac67664b18c519a0319288f69758,https://git.eclipse.org/r/#/c/39337,1,96bd9f7cf984a60be3b32ee15d09dfdf7cede65a,d4212651c4e81d9f7a41f4397b0f74e0188abb12,1,09/01/15,21/01/15,4,Fix NPE hit when restoring commit editor from task context,"Fix NPE hit when restoring commit editor from task context

Bug: 457161
Change-Id: Icf9f22e8b84dac67664b18c519a0319288f69758
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,1,0,0,0,1,0,0
39567,I1de94280f2d3d45ae8ef28017dc08a9deadf3075,https://git.eclipse.org/r/#/c/39567,1,16a6a07f4f8b21aec341c6bd91ae421e38d18dc1,f6beca5a0f1414bd83bca9379cd38824c37624b5,1,14/01/15,15/01/15,25,Scalability: label decorator should cache computed repo branch state,"Scalability: label decorator should cache computed repo branch state

In workspaces with lot of projects from the same repository the most
decorator time is spent on computing branch state of the same
repository. A repository/branch state weak hash map is introduced in
DecoratableResourceHelper to avoid redundant calculation of the
repository branch state. The map entries are invalidated by
GitLightweightDecorator on each index change.

Bug: 457431
Change-Id: I1de94280f2d3d45ae8ef28017dc08a9deadf3075
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
39586,I3d8570563d14fa69b8f2fc610ad23739b1b16586,https://git.eclipse.org/r/#/c/39586,2,bb61556373d8476568c8f67003838221ab86a199,c374323f383a9d58d4f47738d58e645c1febeacf,1,14/01/15,15/01/15,171,[stagingView] Don't run stage/unstage operations in UI thread,"[stagingView] Don't run stage/unstage operations in UI thread

Partial implementation of the bug 457255 which only converts
stage/unstage operations to non-blocking.

Bug: 457255
Change-Id: I3d8570563d14fa69b8f2fc610ad23739b1b16586
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
39652,I24de3dbf66f4e8bf169126d0e31a5330e97e77a8,https://git.eclipse.org/r/#/c/39652,1,2674a42ecbb5e3f590f5b017188933308781e6a0,778375a5ec402f1e824119fae4900f41db53dea2,1,15/01/15,15/01/15,25,Check if view is disposed before accessing various widgets,"Check if view is disposed before accessing various widgets

Tasks started with asyncExec() must always check if the view is alive
before trying to call into STW code. Also replaced Display.getDefault()
with PlatformUI.getWorkbench().getDisplay() which should be preferred.

Bug: 457090
Change-Id: I24de3dbf66f4e8bf169126d0e31a5330e97e77a8
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
39684,I8442affe24f5da1d583404b318cb66c6544bac3a,https://git.eclipse.org/r/#/c/39684,2,b809963413fa1fca22a017bef3b1783127ea0e0b,d445e09156c51ef60fdcece64cb0328d6d0fa583,1,15/01/15,16/01/15,14,"[stagingView] Disable context menu item ""Open Workspace Version"" where appropriate","[stagingView] Disable context menu item ""Open Workspace Version"" where
appropriate

Disable the staging view context menu ""Open Workspace Version"" when no
item of the selection can be opened in the workspace.

Change-Id: I8442affe24f5da1d583404b318cb66c6544bac3a
Signed-off-by: Andreas Hermann <a.v.hermann@gmail.com>",0,0,0,0,0,0,0,0,0
39715,I29c43aa6fdee95329373bb4b880bff8f9167eca1,https://git.eclipse.org/r/#/c/39715,3,95fcd0f734fb154f890df7ba254c8541bd1d5ec3,f58214c7277bbcf922edc3c3904a3bb584a74143,1,15/01/15,16/01/15,15,configure branch dialog has no right margin,"configure branch dialog has no right margin

Bug: 453027
Change-Id: I29c43aa6fdee95329373bb4b880bff8f9167eca1",0,0,0,0,0,1,1,0,0
39806,Ib145ef3082fdb60843c46292aa0bf0833378d175,https://git.eclipse.org/r/#/c/39806,1,4381c9c18f0b9c4576837e62fec53e6518a13aa5,a48974c873081c17ef76ae8e8218f57285d5c705,0,17/01/15,25/01/15,28,Add utility method for creating warning status and logging it,"Add utility method for creating warning status and logging it

Also simplify logging error status.

Change-Id: Ib145ef3082fdb60843c46292aa0bf0833378d175
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,1,0,0,0,1,NA,NA
39889,I9589d2c26625813c376c0dc44a7ed7f943cda06f,https://git.eclipse.org/r/#/c/39889,2,1c422f117a7b04df63a2609eac9f87f5b93e5139,f8b4bca14a9350aa995aecfcbd8d156b4a7e1636,1,19/01/15,23/01/15,8,Case insensitive order of remotes in push branch dialog,"Case insensitive order of remotes in push branch dialog

For a long list of remotes, the selection is easier with case
insensitive sorting. This fits the generally case insensitive display of
branches and other items.

Change-Id: I9589d2c26625813c376c0dc44a7ed7f943cda06f
Signed-off-by: Michael Keppler <michael.keppler@gmx.de>",0,0,1,0,0,1,1,0,0
39969,I84fd41b292a15f823abb5d517325314adba95579,https://git.eclipse.org/r/#/c/39969,2,8cfcb14b63cffcbfa2965bc0ce49669f44d18a2b,968fa306aed3ba07881416efd3c0f0314194455e,1,20/01/15,22/01/15,4,Transparent icons in push branch dialog,"Transparent icons in push branch dialog

setBackgroundImage() has problems with transparency on some platforms
(seen on Windows7). Therefore the 2 icons in that dialog have solid
white and black background. Fixed by using setImage() as in all other
dialogs.

Tested on Windows 7 and Ubuntu/GTK.

Change-Id: I84fd41b292a15f823abb5d517325314adba95579
Signed-off-by: Michael Keppler <michael.keppler@gmx.de>",0,0,0,0,0,1,1,0,0
40030,I1f5120ef877f32174c694f6d8258c33639acad35,https://git.eclipse.org/r/#/c/40030,1,e5b620bffb527a336136c576aaa0c7217d13ba72,3cc681d47057ec8ab8c9127925e4a3d4a8a08451,0,21/01/15,21/01/15,54,EGit v3.6.2.201501210735-r,"EGit v3.6.2.201501210735-r

Change-Id: I1f5120ef877f32174c694f6d8258c33639acad35
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
40053,Ib86d139a0abd03ce256b47e875efc8e07cdcafdf,https://git.eclipse.org/r/#/c/40053,1,3cc681d47057ec8ab8c9127925e4a3d4a8a08451,8f42eae0102954e9b64610c007fe0cd27b8ded60,0,21/01/15,21/01/15,354,Prepare 3.6.3-SNAPSHOT builds,"Prepare 3.6.3-SNAPSHOT builds

Change-Id: Ib86d139a0abd03ce256b47e875efc8e07cdcafdf
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
40080,I4299568420ad662da11d7e93527b434fbdf03260,https://git.eclipse.org/r/#/c/40080,1,d07b5ad3aa852fd5e11c40a1f984403c1fcf82a5,1dfdd73943f750fdc3fca637f58d7707c4d64738,0,21/01/15,21/01/15,286,Merge remote-tracking branch 'origin/stable-3.6',"Merge remote-tracking branch 'origin/stable-3.6'

* origin/stable-3.6:
  Prepare 3.6.3-SNAPSHOT builds
  EGit v3.6.2.201501210735-r
  Fix NPE hit when restoring commit editor from task context

Change-Id: I4299568420ad662da11d7e93527b434fbdf03260
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
40094,I51c521210bcaf1718a7dff84c23b4dc141f90d6a,https://git.eclipse.org/r/#/c/40094,1,1dfdd73943f750fdc3fca637f58d7707c4d64738,6739a05b094ccd7e0c6349062ef0d3b6081995b9,1,22/01/15,22/01/15,5,"Fix ""Unnecessary cast to ICommandService cast"" warning","Fix ""Unnecessary cast to ICommandService cast"" warning

Change-Id: I51c521210bcaf1718a7dff84c23b4dc141f90d6a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
40317,I0baf9472a4210bca59b8a8e64148e4a61cfc1354,https://git.eclipse.org/r/#/c/40317,5,e366dbf05f98728c27bb333f0d64ac9a836bc9e6,457b6c45601573f5d88a8ee5ecc964cb9699a03f,1,25/01/15,04/03/15,43,Accept git clone command as URI,"Accept git clone command as URI

It happens regularly that I copy/paste a complete git clone command from
a website into the clone wizard instead of just the URI. This change
makes the dialog accept such input by automatically stripping the prefix
""git clone "".

Change-Id: I0baf9472a4210bca59b8a8e64148e4a61cfc1354
Signed-off-by: Michael Keppler <michael.keppler@gmx.de>",0,1,0,0,0,1,1,0,0
40427,I6f63324ae7e390318cb17176fef2044144f61656,https://git.eclipse.org/r/#/c/40427,1,c28d05350d190e0ce57669df3142d96c1672d8ef,fdc1c226c26bf009c24827664d06798e6dd63c84,0,27/01/15,27/01/15,354,Prepare 4.0.0-SNAPSHOT builds,"Prepare 4.0.0-SNAPSHOT builds

Change-Id: I6f63324ae7e390318cb17176fef2044144f61656
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
40428,I7a2b20bb7d5ec71d63feeb068078bc4a94fa2f24,https://git.eclipse.org/r/#/c/40428,5,fdc1c226c26bf009c24827664d06798e6dd63c84,2bcb5a8bf0a089f3d24eda2d5ae4cf3c42e6a46d,0,27/01/15,10/02/15,129,Set minimum required Java version to Java 7,"Set minimum required Java version to Java 7

Bug: 458476
Change-Id: I7a2b20bb7d5ec71d63feeb068078bc4a94fa2f24
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,1,0,0,0,0,1,NA,NA
40507,Ie61c597c87a68da16a92cd52fea0bc5a4ff5ec28,https://git.eclipse.org/r/#/c/40507,4,b541b71d12c4b25e3eefedacc10bab400f1228bc,c38b636478335bc4a8ce461bd7ef032c4bbe2457,1,27/01/15,02/02/15,94,Let staging view use submodule repos,"Let staging view use submodule repos

If the staging view is linked to the selected resource and if that
resource belongs to a submodule then staging view should also run in
the context of the submodule repo. This allows to work with submodules
in a similar manner than with native git. If I want to do a commit in a
submodule repo then select a resource in that submodule repo and you can
use Staging view to prepare the commit in the submodule repo. In native
git you would ""cd"" to a folder containing a file from the submodule to
switch context from the containing repo to the submodule repo. In EGit
you have to select a resource from the submodule to achieve the same.

RepositoryMapping is enhanced by one method which can return a submodule
repository. In future RepositoryMapping could be further enhanced to 
support git submodules in general.

Bug: 382093
Bug: 446344
Change-Id: Ie61c597c87a68da16a92cd52fea0bc5a4ff5ec28
Also-By: Stefan Lay <stefan.lay@sap.com>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,1,0,0,0,0,1,0,0
40508,I09e5ad7c52d50fdf971de41c96e66a4e88c89463,https://git.eclipse.org/r/#/c/40508,2,d41b0ab55e7035c35d34f4be4960c0676d2f2064,c762c1b3af5629bb2e951022b13f0323eb6adede,1,27/01/15,02/02/15,11,Jobs should not unnecessarily lock the workspace,"Jobs should not unnecessarily lock the workspace

Bug: 455506
Change-Id: I09e5ad7c52d50fdf971de41c96e66a4e88c89463
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
