revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
30417,I1be0a3ea410e9bed0a155ac821d41bf64125beac,http://review.couchbase.org/#/c/30417,4,dad8359c876e890c3c70dabc4929f069303721e6,058dc6dd4e3059176e5a59cff96d009a553f52c3,1,20/11/13,02/12/13,141,SPY-145: Make MemcachedConnection inline properly.,"SPY-145: Make MemcachedConnection inline properly.

Change-Id: I1be0a3ea410e9bed0a155ac821d41bf64125beac",0,1,0,1,0,1,1,-3,0,
30418,Ia03701670d9b3bb82d7e8c4798dd5cb99c9e25c7,http://review.couchbase.org/#/c/30418,4,34745fb1f8250494f13816eac9dce0c8d51e87f4,da9d1378df837cad060d9771167bcdbc36437ea3,0,20/11/13,28/11/13,232,SPY-145: Make OperationImpl inline properly.,"SPY-145: Make OperationImpl inline properly.

Change-Id: Ia03701670d9b3bb82d7e8c4798dd5cb99c9e25c7",0,1,1,1,0,1,1,NA,NA,
30447,I89818f2a94e8e746c562b5a115602f8d3ccfb8d2,http://review.couchbase.org/#/c/30447,2,9cf9f694e98e36ea99d81304714e1524a9f0e1d2,90c2f3e7e24c4d5ad0e39ec47e5452e92a4b329c,0,21/11/13,28/11/13,3,Allow OperationImpl to be used elswhere.,"Allow OperationImpl to be used elswhere.

Change-Id: I89818f2a94e8e746c562b5a115602f8d3ccfb8d2",0,0,1,1,0,1,1,NA,NA,
30448,Ia71874207b5a213074e2ca525aa3eb37ff80e24b,http://review.couchbase.org/#/c/30448,5,aa934b91c8f755e79b2849776051fe1771d03a08,1d28f3ab82448cb73f0ad6df15a735e9eece2bdb,1,21/11/13,31/01/14,44,WIP: CCCP,"WIP: CCCP

Change-Id: Ia71874207b5a213074e2ca525aa3eb37ff80e24b",0,1,0,1,0,1,1,-4,0,
30701,I48b68127f384e3bcb963a5df1cddd5b5c2d5ca7a,http://review.couchbase.org/#/c/30701,3,187164e09f4181556651ec7d3d9ce13c40eabe81,e941d24f1b4008ee621b9694c395d071791f7a15,0,29/11/13,02/12/13,5,SPY-146: Use correct length of key in observe.,"SPY-146: Use correct length of key in observe.

This changeset makes sure that the correct length of the key is used in the
protocol. Since UTF-8 chars like the pound sign (currency) are represented
in two bytes but are one character in a string, the length of the key needs
to be determined after it is converted into a byte array.

Change-Id: I48b68127f384e3bcb963a5df1cddd5b5c2d5ca7a",0,0,0,0,0,1,1,NA,NA,
31669,Iedb899ed9d70a5d76e7d3891524336a21edf34b8,http://review.couchbase.org/#/c/31669,2,b37635e5d3b4457a3c36ee251f98ec5692f57123,0a504b232069521eab6ee78c234a680528f47e4f,1,07/01/14,07/01/14,98,Syncing MemcachedClientIF with MemcachedClient.,"Syncing MemcachedClientIF with MemcachedClient.

This changeset makes sure all implemented methods are available
in the interface. Also, @Override annotations are added for
clarity.

Change-Id: Iedb899ed9d70a5d76e7d3891524336a21edf34b8",0,0,0,0,0,1,1,0,0,
31670,I1a9140635781bf622c6aeba4156f5e1cb7f5b468,http://review.couchbase.org/#/c/31670,3,0a504b232069521eab6ee78c234a680528f47e4f,2e1fa08d7055fdcd8f5a11815fc77fc73b568828,1,07/01/14,07/01/14,91,Cleanup of MemcachedClient.,"Cleanup of MemcachedClient.

This changeset adds more @Override annotations and does some minor
cleanup.

Change-Id: I1a9140635781bf622c6aeba4156f5e1cb7f5b468",0,0,0,0,0,1,1,0,0,
31714,I99686c212d8610299f78078b28d31b7891da8d1c,http://review.couchbase.org/#/c/31714,5,3e840f372ee40c74feb3312baf4efd9796ba1805,13e9c54abacec2f4a483d16334efecc82eb99db5,1,08/01/14,08/01/14,57,SPY-149: Notify Listeners after Complete.,"SPY-149: Notify Listeners after Complete.

This changeset honors the fact that setting the status and actually
completing the latch can happen at two different points in time.
Without this change, effects can be observed that a listener is called
but the latch has not been counted down yet, leading to weird effects.

Also see https://github.com/mathieuancelin/play2-couchbase/issues/33
for a dependent issue.

Change-Id: I99686c212d8610299f78078b28d31b7891da8d1c",0,1,0,0,0,1,1,0,0,
31715,I7457d036b70ba6dd30d6d99dd9d8cbcbaa0cf3dd,http://review.couchbase.org/#/c/31715,3,4ccf48c22dff2d79de732df709c3ea59ffbfcb47,89f8ca291c0662da30713f957f6e5b17ba1892aa,1,08/01/14,03/02/14,13,SPY-148: Do not rename the worker thread for listeners.,"SPY-148: Do not rename the worker thread for listeners.

It's more explicit if the naming of the threads is left to the
executor service (through custom thread factory).

Change-Id: I7457d036b70ba6dd30d6d99dd9d8cbcbaa0cf3dd",0,0,0,0,0,1,1,0,0,
31732,I261bcf045264b041bdea8ec0df0fab3c711cd64f,http://review.couchbase.org/#/c/31732,2,0d45bb0fef88be352320c6b60cb548a58206acfd,d06101cfd1d89698c16d798bd20204646e6d7475,0,08/01/14,08/01/14,1,Add missing import.,"Add missing import.

Change-Id: I261bcf045264b041bdea8ec0df0fab3c711cd64f",1,0,0,1,0,0,1,NA,NA,
31828,I386fea0da2d06b655c7e3cd0d843761d59ee7e28,http://review.couchbase.org/#/c/31828,4,d06101cfd1d89698c16d798bd20204646e6d7475,04b1cb35da045aedd37c28a53d84cf78a09defa1,1,10/01/14,16/01/14,21,fix Authread Hang issue while shutting down connection,"fix Authread Hang issue while shutting down connection

Change-Id: I386fea0da2d06b655c7e3cd0d843761d59ee7e28",0,1,1,1,0,0,1,0,0,
32337,Ic9de6711a32575c81a499b360923f21d8cfd13ff,http://review.couchbase.org/#/c/32337,5,bfb56ebb089fe19a6ff1978d936b01fec133566c,9d5c697560edc0de1aef924c704e5d6c12a38419,1,13/01/14,16/01/14,20,check connection status before executing latch.await,"check connection status before executing latch.await

Change-Id: Ic9de6711a32575c81a499b360923f21d8cfd13ff",0,1,1,1,0,0,1,0,0,
32588,Ic777b04e87670f0a9d967b4a439fea205b129e97,http://review.couchbase.org/#/c/32588,4,3772e3fe627a88887e8495260b2f4ce92d901d1d,cd82a485a8630138788e125c26f99b9b02d080f1,1,17/01/14,14/02/14,14,Changes for the New feature test for credential encryption CRAM-MD5 or PLAIN,"Changes for the New feature test for credential encryption CRAM-MD5 or PLAIN

Change-Id: Ic777b04e87670f0a9d967b4a439fea205b129e97",0,1,0,1,0,0,1,0,0,
33405,Ie416e317d5fd21af2c3efb177b08b68dd8c45639,http://review.couchbase.org/#/c/33405,5,795947bfdcbb3eb3cf06c57dc17aefb13f418199,316463197d00e27bc3ad7317bcf2cb30217df633,1,10/02/14,25/02/14,294,WIP: Add ENUM StatusCode.,"WIP: Add ENUM StatusCode.

Change-Id: Ie416e317d5fd21af2c3efb177b08b68dd8c45639",0,1,1,1,0,1,1,1,1,
33700,I6413233a3d0289ab728312f8f4edab5df96a0081,http://review.couchbase.org/#/c/33700,7,0a2ddc0769ffcf5a032a88b356577cf8fe98374a,93b6354ae6a8ba4ea1f479353272b3bace7f5756,1,18/02/14,06/03/14,71,SPY-154: Also RETRY on binary NMVB response with bulk gets.,"SPY-154: Also RETRY on binary NMVB response with bulk gets.

This changeset makes sure that even when one of the individual get
operations in the bulk request fails with a ""Not My VBucket"", the
whole bulk is scheduled for retry.

Note that while just scheduling the one failed get for retry would
be more efficient, this would mean a much larger change to the
overall system, so this should be a good tradeoff for this rather
special case.

Change-Id: I6413233a3d0289ab728312f8f4edab5df96a0081",0,1,0,0,0,1,1,1,1,
33799,Ib218669b6bbc84f3111e107e14761a03ed2f9728,http://review.couchbase.org/#/c/33799,5,f822afae575e896da88a3d28cb24bdedb8aa3097,4a519dd38a6810f464615422bc15abc11589886e,1,20/02/14,25/02/14,180,Add the CAS to the callback for ReplicaGetOperation.,"Add the CAS to the callback for ReplicaGetOperation.

In order to be more flexible when analyzing the response of a
ReplicaGet request, the response now also has the flexibility
to look at the returned CAS value. This can be utilized either
as a regular ""get"" or as a more rich ""gets"" response.

Change-Id: Ib218669b6bbc84f3111e107e14761a03ed2f9728",0,1,1,0,0,1,1,0,0,
33800,I4cfa0036c2b7b89985b0026c5da5dca26cc9fe52,http://review.couchbase.org/#/c/33800,3,47d19a219d1a39f109c33aff4740aeef09ed4ce8,4998b0b1e7f352301dde55d3bd7c2e18cc352a38,1,20/02/14,25/02/14,7,Synchronize when listeners are called.,"Synchronize when listeners are called.

This changeset prohibits a possible race condition when listeners
are called from the callback. Proper sync has been in place for
both adding and removing, but not for notifying.

Change-Id: I4cfa0036c2b7b89985b0026c5da5dca26cc9fe52",0,0,1,0,0,1,1,0,0,
34184,I7616d2b042896aa76d73d536a3dde1c998990d9b,http://review.couchbase.org/#/c/34184,2,8fab1f831bf2eefe3dbbb24a83eb9cd57105fb1b,3f9fb23a18789d105e9772c15de868e2080a60d1,1,05/03/14,06/03/14,293,SPY-127: Optimize StringUtils performance.,"SPY-127: Optimize StringUtils performance.

This changeset optimizes the individual StringUtils methods, especially
the isJsonObject method. Before, if no proper JSON was detected, a final
check against an Integer was performed. If no integer was found, a very
expensive exception was thrown, killing performance.

This check has been replaced with a faster regex. Also, other parts
of the methods have been refactored to be more performant.

Change-Id: I7616d2b042896aa76d73d536a3dde1c998990d9b",0,0,0,0,0,1,1,0,0,
34257,I4403b14d6146afb325afa9c239da28b55e89e935,http://review.couchbase.org/#/c/34257,7,96351d945a88ca37def65e3039881d17f18ecb15,eb9c4e0e7fcefecef2ea6316615181e103741101,1,07/03/14,26/03/14,221,SPY-156: Expose more async mutate methods.,"SPY-156: Expose more async mutate methods.

This changeset exposes more async mutate variants, now they are on
par with the sync ones.

Change-Id: I4403b14d6146afb325afa9c239da28b55e89e935",0,1,1,0,0,1,1,0,0,
34728,I4a348f50e41451a6542b4b0263b915990730c3f8,http://review.couchbase.org/#/c/34728,4,a4f7d1f103bed420dade9a3e09cc44fa7b03a359,8fd575557d993a628c73e782b7906620dd44d42c,1,20/03/14,20/03/14,2,SPY-158: Use Milliseconds instead of Seconds for Max_Reconnect delay.,"SPY-158: Use Milliseconds instead of Seconds for Max_Reconnect delay.

Motivation:
Currently, when a reconnection needs to happen against a node, a incremental
delay for subsequent reconnect tries is selected. Because of the wrong time
format used (seconds instead of milliseconds), the delay is always capped
at 30ms, leading to immediate reconnects with no backoff effect.

Modifications:
For backwards compatibility, the ""second"" time unit is kept in the factory,
and instead in the MemcachedConnection the time is converted to milliseconds.

Result:
A proper reconnect delay going from 2^0 seconds up to 2^4 seconds, peaking at
30 seconds by default (as always changeable through the factory)

This changeset makes sure that

Change-Id: I4a348f50e41451a6542b4b0263b915990730c3f8",0,1,0,0,0,1,1,0,0,
34845,I837eb73cb07560aef15301490eaab56e484be3a8,http://review.couchbase.org/#/c/34845,7,8fd575557d993a628c73e782b7906620dd44d42c,efa3dc93e504dad50010e7f06f2ef5f4dcd6a532,1,24/03/14,27/03/14,92,Add development pom.xml,"Add development pom.xml

Motivation
----------
While ivy/ant works for years now, it is a little too hard to get
started when contributing simple patches with IDE setup. Since most
IDEs have good maven support, adding a pom.xml to get up and running
quickly makes it easier to contribute and develop.

Modification
------------
Add a pom.xml which is inteded to get up and running quickly. It is not
designed to do release management, which still happens through the
ant/ivy pipeline.

Result
------
Contributors and developers can import the project more easily and
contribute patches.

Change-Id: I837eb73cb07560aef15301490eaab56e484be3a8",0,1,1,0,0,1,1,0,0,
34846,Id06f4ede00402688c00a283bcff82cde25a7a205,http://review.couchbase.org/#/c/34846,4,214a87b525f2fd3d8afbcc48bc8494b62c0f73ee,cc1685dd5c012a620faa22bec7ce6a192573337e,1,24/03/14,26/03/14,75,SPY-159: Make the auth latch timeout configurable.,"SPY-159: Make the auth latch timeout configurable.

Motivation
----------
Currently, the auth latch timeout is fixed to one second and not changeable.
In certain scenarios (for example with CRAM-MD5 where more roundtrips need
to be issued), this is too short. Making it configurable allows to adjust the
setting to latencies in target environments.

Modification
------------
Expose a ""authWaitTime"" setting in the factory and the builder to allow set
the value in milliseconds. It still defaults to one second for backwards
compatibility.

Result
------
The auth timeout can be modified as needed in production deployments.

Change-Id: Id06f4ede00402688c00a283bcff82cde25a7a205",0,1,0,0,0,1,1,2,1,
34849,I3deab53332251263c5a6dcf3e2bfd75538dfb24c,http://review.couchbase.org/#/c/34849,3,86d1be46fcf0d40a7270d20fde35978be4ae2598,df4de9fcc0850e34b1b674846335c6ee19d140e4,1,24/03/14,26/03/14,37,SPY-157: Add Auth logging.,"SPY-157: Add Auth logging.

Motivation
----------
Debugging how long authentication steps take is currently not
possible. Proper logging needs to be added in order to debug
authentication timeframes.

Modifications
-------------
Added logging infrastructure for the individual steps (list sasl
mechs, and challenge/response cycles), as well as a total amount
on a per-node basis.

If an individual step takes over 250ms it is WARNed instead of
DEBUGed, and if the total auth step takes over 1 second it it also
WARNed. Note that while these timings are fixed values, in general
the operation taking this long points to something wrong since it
is expected to take in the 1ms range.

Result
------
Auth times can now be observed both in development and production,
better pointing to possible issues.

Change-Id: I3deab53332251263c5a6dcf3e2bfd75538dfb24c",0,0,0,0,0,1,1,1,1,
34852,I6f849314e11435a6ebc69a4bfc1eab705df850e8,http://review.couchbase.org/#/c/34852,4,e787a91dba3d6bedb7228b79d76497ff862499d9,6cd34da6b3bdcddde61be7e47effa4bb768a8d32,1,24/03/14,26/03/14,160,SPY-160: Redistribute ops when waiting for authentication to complete.,"SPY-160: Redistribute ops when waiting for authentication to complete.

Motivation
----------
When an operation gets added and the node needs to (re)connect, it waits
for a given amount of time (authWaitTime). If the auth does not complete
in the period of time, the operation is cancelled. This is suboptimal,
especially if the operation is not timed out yet, it could wait longer
until it gets timed out/cancelled.

Modifications
-------------
This changeset makes sure that an operation gets redistributed (assuming
FailureMode is NOT cancel) if the authLatch is not counted down in the
wait period.

Redistributing will only happen (further down the code stack) if the
op is 1) not cancelled and 2) not timed out already.

Result
------
Still valid operations will be transparently rescheduled until they
either go through validly or will eventually time out or get
cancelled.

Change-Id: I6f849314e11435a6ebc69a4bfc1eab705df850e8",0,1,0,0,0,1,1,1,1,
34883,I304534a62202b705d78ca5f775f47afcd6be238a,http://review.couchbase.org/#/c/34883,8,b8564bde9126c468458c182cfbe425e0e7216991,d4e894d5c1eb2cc2191b07fbbd265bb38d93860d,1,25/03/14,04/04/14,81,Verification Pending: Cascade op cancellations.,"Verification Pending: Cascade op cancellations.

Motivation
----------
When an operation is redistributed (be it because of reconnects
and/or ""not my vbucket"" responses, it gets cloned. The problem
is that the initial callback always points to the original
operation, not the cloned one. While the clone gets the callback,
the other way round (like cancelling from user-code) will never
trickle through to the cloned ops.

Modifications
-------------
In order to fix this issue, code has been added which connects
the original op with the cloned ones, by keeping a list of
cloned operations in the original op. To prevent overly long
stack is malicious scenarios, an overall clone-cap of 100
clones is introduced. If this cap is reached, the operation
will not be cloned further but cancelled.

Result
------
With this modifications, timeouts and cancellations from user code
will trickle through to the clone operations, prevent issues when
cloned operations are around ""forever"".

Change-Id: I304534a62202b705d78ca5f775f47afcd6be238a",0,1,0,0,0,1,1,1,1,
34936,Id174a49e03e052f9e32c98cc32aa7ad0b82bbb4d,http://review.couchbase.org/#/c/34936,2,d36a335a7490c3d61a787ef3c3a02c39e1f3122e,ecf6e8b22be613ee82ea9f222f8dce08fe1be075,1,26/03/14,27/03/14,10,SPY-157: Fix auth logging times.,"SPY-157: Fix auth logging times.

Motivation
----------
In the previous commit which added logging, it measured nanoseconds and printed
milliseconds. This also screwed up the debug/warn metric.

Modifications
-------------
Correctly convert nanoseconds to milliseconds.

Result
------
Timings are now properly warned and formatted.

Change-Id: Id174a49e03e052f9e32c98cc32aa7ad0b82bbb4d",0,0,0,0,0,1,1,0,0,
34938,I73a8e77255a54bceeb929febcadb0e555febdd67,http://review.couchbase.org/#/c/34938,2,c4c6a360c11aef887d3ea7ecbc8054acd76a233e,9504370629f8dd14e27ee3f4f548a54d01df9cc8,1,26/03/14,27/03/14,12,SPY-160: Queue retry op instead of redistributing it immediately.,"SPY-160: Queue retry op instead of redistributing it immediately.

Motivation
----------
After making the original SPY-160 changes, the ops were correctly redistributed,
but if the latch never gets counted down it gets recursively distributed and
added. Example:

	  at net.spy.memcached.protocol.TCPMemcachedNodeImpl.addOp(TCPMemcachedNodeImpl.java:344)
	  at net.spy.memcached.MemcachedConnection.addOperation(MemcachedConnection.java:1206)
	  at net.spy.memcached.MemcachedConnection.redistributeOperation(MemcachedConnection.java:994)
	  at net.spy.memcached.protocol.TCPMemcachedNodeImpl.addOp(TCPMemcachedNodeImpl.java:350)
	  at net.spy.memcached.MemcachedConnection.addOperation(MemcachedConnection.java:1206)
	  at net.spy.memcached.MemcachedConnection.redistributeOperation(MemcachedConnection.java:994)
	  at net.spy.memcached.protocol.TCPMemcachedNodeImpl.addOp(TCPMemcachedNodeImpl.java:350)
	  at net.spy.memcached.MemcachedConnection.addOperation(MemcachedConnection.java:1206)
	  at net.spy.memcached.MemcachedConnection.redistributeOperation(MemcachedConnection.java:994)

Modifications
-------------
The changeset, instead of redistributing right now, adds the operation to the retry queue which means
it will be handled eventually, but gives the IO thread a chance to run other tasks (including retreiving
auth response information).

Result
------
The operation is queued and is not blocking the IO thread.

Change-Id: I73a8e77255a54bceeb929febcadb0e555febdd67",0,0,0,0,0,1,1,0,0,
34977,Ieff1a87136bef38280b7f139192419073d6a878a,http://review.couchbase.org/#/c/34977,2,71d9e7ac69217da7bbec3795b7d6ddf0d66b1b97,d3a405409e4c3b18e68d96d6e29190d26a44c4cd,1,27/03/14,27/03/14,12,SPY-160: Avoid ConcurrentModificationException with the retry queue,"SPY-160: Avoid ConcurrentModificationException with the retry queue

Motivation
----------
ConcurrentModificationException will show up since the code can recursively
modify itself.

Modifications
-------------
Copy the original list into a temporary new one to avoid the exception.

Result
------
Redistribute on the retry list will work as expected, without an
exception.

Change-Id: Ieff1a87136bef38280b7f139192419073d6a878a",0,0,0,0,0,1,1,0,0,
35553,Ic0b513b8538a39710aaf8fd0f0f699a5c561bc09,http://review.couchbase.org/#/c/35553,2,947376fb9ce543be06d039665f7cc2e77d7dbdd4,d43b64cf8cfbf9eab1fc8338704c1e5986a4f184,1,10/04/14,14/04/14,1,SPY-162: Also respect nagle setting on reconnect.,"SPY-162: Also respect nagle setting on reconnect.

Motivation
----------
If a server connection is reset (because it is lost or a reconnection
is triggered), the nagle setting is not re-set properly.

Modifications
-------------
During the reconnect phase, properly re-set the nagle setting so it is
respected on the new connection.

Result
------
The custom nagle setting is respected and used even across new connections.

Change-Id: Ic0b513b8538a39710aaf8fd0f0f699a5c561bc09",0,0,1,0,0,1,1,0,0,
35672,I9f0fff8b2c3a6b1492fb0fd82746ff78f7b006c5,http://review.couchbase.org/#/c/35672,4,a10d5450f3980b23c808a57bd9852727437c4ce8,66ed43dd900fb077244f813dd6865b4ebacaff71,1,14/04/14,14/04/14,17,WIP: Enhanced auth logging on sasl failure.,"WIP: Enhanced auth logging on sasl failure.

Change-Id: I9f0fff8b2c3a6b1492fb0fd82746ff78f7b006c5",0,1,0,1,0,1,1,0,0,
36208,I0711c399d9f15010bc808e0f651ce6ad605c06f0,http://review.couchbase.org/#/c/36208,2,44557f0c134cf1a0f7d30ec4c583500c17796d4c,ddbc97c8b7baeb7ef32594ef8676a2e7965f5611,1,23/04/14,23/04/14,8,SPY-163: Count down bulk get latch even when empty key list is provided.,"SPY-163: Count down bulk get latch even when empty key list is provided.

Motivation
----------
When a empty iterator (or empty key list) is passed in to a get bulk operation,
a result is never returned and the thread is blocked because it waits on a
latch that will never be counted down (because no response will ever arrive).

Modifications
-------------
If no chunks with keys are sent out to the servers, the latch is initialized
to 0 right away so that the code doesn't need to wait at all.

Result
------
The code now returns properly with an empty map instead of blocking the thread
forever.

Change-Id: I0711c399d9f15010bc808e0f651ce6ad605c06f0",0,0,0,0,0,1,1,0,0,
36219,I7ebda58c2eadd62d8885e3eeac79d5a971e07979,http://review.couchbase.org/#/c/36219,8,010fc0a14347af9bae0dfb0d099552ad8b90d015,867c2747fe62e47edc639e14cdeea6090f3f7088,1,23/04/14,05/05/14,52,Pending Verification: Widen Listener lock to avoid deadlock,"Pending Verification: Widen Listener lock to avoid deadlock

Motivation
----------
Because of how the addListener and notifyListener works, it could be that
one deadlocks each other because they are waiting on the same locks from
different threads.

Modifications
-------------
The lock is widened to a method-wide synchronization to avoid potential
inner-method deadlocks.

Result
------
Since the lock is widened, there should be no inner deadlocks anymore.

Change-Id: I7ebda58c2eadd62d8885e3eeac79d5a971e07979",0,1,0,0,0,1,1,0,0,
36221,I7b8820bea20d0a0d9555f1bb9b2a46e5327a5f78,http://review.couchbase.org/#/c/36221,3,284640d58418abe149d9e19cf8d4d706f6af1642,993001ba0b92b544166005d233ae12d4887cfe66,1,23/04/14,05/05/14,45,SPY-164: Clone gets correctly.,"SPY-164: Clone gets correctly.

Motivation
----------
When a gets operation is cloned, it currently gets incorrectly cloned into
a regular get operation. This can cause issues later on.

Modifications
-------------
Make sure that a gets() gets correctly cloned into a new gets().

Result
------
The cloning is now properly done, based on the operation type.

Change-Id: I7b8820bea20d0a0d9555f1bb9b2a46e5327a5f78",0,0,0,0,0,1,1,0,0,
36222,If82cdfc810c758a4196415cb709a03ebd72c3d15,http://review.couchbase.org/#/c/36222,6,5a11ebb0df239fad024594f74853dab762513255,35b26510bd07f231e2db11085887f54617a5cd27,1,23/04/14,05/05/14,13,Do not cache the selectedKeys.,"Do not cache the selectedKeys.

Motivation
----------
Caching the selected keys may cause issues if the selector is accessed by different
threads, also the loop for the keys is not using the iterator correct.

Modifications
-------------
Make it not cache the keys and also correctly make use of an iterator to loop through
the keys.

Result
------
No stale/cached selected keys and correctly using the iterator should lead to better
stability during failure cases.

Change-Id: If82cdfc810c758a4196415cb709a03ebd72c3d15",0,1,0,0,0,1,1,0,0,
36258,I79fec436aa538a8a4074e82f69b3ed186c5126b7,http://review.couchbase.org/#/c/36258,3,89bef64e92a67b7bb022f89b8b87f3eba7c0f10c,622c67cecb3276c9e46e9b07bb21a51a21eb2724,1,24/04/14,05/05/14,43,"Only readd a WRITE_QUEUED operation, not clone it in addition.","Only readd a WRITE_QUEUED operation, not clone it in addition.

Motivation
----------
When a WRITE_QUEUED operation is redistributed, it needs to be readded
but not cloned (since its still in a sendable state).

Modification
------------
Return after adding the operation again.

Result
------
The operation is readded and not cloned afterwards too.

Change-Id: I79fec436aa538a8a4074e82f69b3ed186c5126b7",0,0,0,0,0,1,1,0,0,
36695,Icaca2f3fef658cdb2c376b6b4dba12ae0327f240,http://review.couchbase.org/#/c/36695,3,3c77a94e56104d80ddb9d797bf9af7a23752d5e9,e5a5c1acac5ea63428f1355b23544c10950c6a41,1,05/05/14,05/05/14,19,SPY-168: isJSONObject should handle null or empty input values.,"SPY-168: isJSONObject should handle null or empty input values.

Motivation
----------
Before this change, the isJSONObject was suspect to NPEs and possibly also
regex match failings on empty strings, although that does not seem to be the
case on Java 1.7+.

Modifications
-------------
Specific null and empty checks have been added to make the method more robust.

Result
------
NPEs are not raised anymore and also empty strings are checked much quicker. Test
cases have been added to verify functionality.

Side note: An exception like this was reported on empty strings, but could not be
verified with Java 1.7 onward. It is suspected that this changeset also fixes
the issue given the input type and code process:

Original Exception: java.lang.StringIndexOutOfBoundsException: String index out of range: 0
Stack trace:
java.lang.String.charAt(String.java:658)
java.util.regex.Pattern$BmpCharProperty.match(Pattern.java:3715)
java.util.regex.Pattern$Ques.match(Pattern.java:4079)
java.util.regex.Pattern$Begin.match(Pattern.java:3472)
java.util.regex.Matcher.match(Matcher.java:1221)
java.util.regex.Matcher.matches(Matcher.java:559)
net.spy.memcached.util.StringUtils.isJsonObject(StringUtils.java:109)
net.spy.memcached.transcoders.SerializingTranscoder.encode(Seriali
...

Change-Id: Icaca2f3fef658cdb2c376b6b4dba12ae0327f240",0,0,0,0,0,1,1,0,0,
36698,I6269a1d7fb756855f94caa2fe0495133fe1a83b0,http://review.couchbase.org/#/c/36698,3,2467045f492a72b1fe945ee729e2b5795da3f4d1,30f9c67cdd482a25277194773cbe4ff57c8931e0,1,05/05/14,07/05/14,31,SPY-169: Also clone observe calls on redistribute.,"SPY-169: Also clone observe calls on redistribute.

Motivation
----------
Observe calls also need to be cloned when redistributed, for example if a socket
gets closed or the op stil waits for an auth latch.

Modifications
-------------
The observe operation now gets cloned similar to get, gets and so on.

Result
------
No assert error is raised if an observe needs to be cloned.

Change-Id: I6269a1d7fb756855f94caa2fe0495133fe1a83b0",0,0,0,0,0,1,1,0,0,
37603,I09729af78bd241ff8dcb0869992d3ff474fb6ec1,http://review.couchbase.org/#/c/37603,3,30f9c67cdd482a25277194773cbe4ff57c8931e0,1c3e6292644c7c8aa5e3bd435661818adf040ae2,1,27/05/14,02/06/14,10,SPY-170: Fix concurrency issue in StringUtils.isJSONObject(),"SPY-170: Fix concurrency issue in StringUtils.isJSONObject()

Motivation
----------
A concurrency issue was reported in the StringUtils class, pointint towards
the pattern matching of the JSON string.

Modifications
-------------
It turned out that the matcher is not thread safe and there is a race condition
between clearing it and then maching on it. By falling back to the thread-safe
builder directly the race condition goes away.

Result
------
No concurrency issue anymore in the helper method.

Change-Id: I09729af78bd241ff8dcb0869992d3ff474fb6ec1",0,0,0,0,0,1,1,0,0,
37646,I39e47408319f8adf3b2875a4a730232ecadeafe2,http://review.couchbase.org/#/c/37646,2,eddc90a8a55eeb67762811874cc9eb58e22a7306,983813f1f6511a0e6e8bbef5cc671b681cecc76f,1,28/05/14,02/06/14,6,SPY-134: Make sure lastReadTimestamp is concurrency safe.,"SPY-134: Make sure lastReadTimestamp is concurrency safe.

Motivation
----------
When the last read timestamp is read from each node, there has been some
suspicion that the (sometimes very long) reported times are flawed.

Tracking it down further, it was discovered that the timestamp was potentially
accessed by two or more threads, but not volatile.

Modifications
-------------
This changeset makes the timstamp volatile and also uses nanoTime instead
of currentTimeMillis for better accuracy.

Result
------
Since the timestamp is now thread safe, the actual value will now be shown
to the user.

Change-Id: I39e47408319f8adf3b2875a4a730232ecadeafe2",0,0,0,0,0,1,1,0,0,
37647,I13ef691dd435f397dc9d5f08ff40a28202d3ddb7,http://review.couchbase.org/#/c/37647,3,cd8ba8a0fc51cd60b3b931d7193bb4ecbbd147e7,07b248e9744cd5ac5576d43fb783b9a7dfec621c,1,28/05/14,02/06/14,2,Move superfluous log message from info to debug.,"Move superfluous log message from info to debug.

Motivation
----------
In every log when connecting, a message like this shows up:

INFO [Memcached IO over {MemcachedConnection to ...}] (?:?) - Connection state changed for sun.nio.ch.SelectionKeyImpl@...

This message is superfluous since it does not provide any addition information to the user, especially not at INFO level.

Modifications
-------------
The message has been moved to DEBUG level so that users are not wondering what it means and also to streamline the log a bit.

Result
------
Easier log output to read and analyze for the user.

Change-Id: I13ef691dd435f397dc9d5f08ff40a28202d3ddb7",0,0,0,0,0,1,1,0,0,
37724,I99f3effbbb20a78a2705ee7f3f839e9753fb2a4a,http://review.couchbase.org/#/c/37724,4,b26e7ce1cdd245b58d10c0f5e3448da0f8e539e7,b9762a42f6bdeab602443a9765b2fa44d7c6b8d7,1,02/06/14,04/06/14,32,SPY-171: More robust shutdown handling characteristics.,"SPY-171: More robust shutdown handling characteristics.

Motivation
----------
It has been reported several times that the IO thread kept lingering
around even after a shutdown() call.

Modifications
-------------
Since its run() method is kept alive by the ""running"" variable, the
code now makes sure to always set it to false, even if an exception
occurs during the connection shutdown process.

Also, a slightly misleading IOException has been removed in favor of
just silently moving on if shutdown is in progress.

Result
------
More stable and predictable shutdown behavior.

Change-Id: I99f3effbbb20a78a2705ee7f3f839e9753fb2a4a",0,1,0,0,0,1,1,0,0,
